FID,OBJECTID,Project,PointYrID,PointID,Fire_ID,Fire_year,Year,TSB,Burned,TreeCov,ShrubCov,LiveBA,SnagBA,lat,long,burnsev,CC_BurnSev,Distance,slope,elevation,aspect,visits,WHRsize2,WHRtype2,WHRdens2,WHRtype15,Src_Year15,WHRsize15,WHRdens15,F2001star_,F2004stray,F2006bould,F2007moonl,F2008cold_,F2008cub_b,F2008rich_,F2012CHIPS,F2014bald_,F2000storr,dropped,prefire,cc_storrie,cc_bald,cc_boulder,cc_chips,cc_cold,cc_cub,cc_moonlit,cc_rich,cc_star,cc_straylo
87,88,PLAS,223_12.2013,223_12,2012Chips,2012,2013,1,1,45,2,23,3.2,40.164341,-121.101401,232.51,0,0,28,1434,91,2,5,SMC,4,WFR,2005,4,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,3.217619896,0,0,0,0,0,0
88,89,PLAS,223_3.2013,223_3,2012Chips,2012,2013,1,1,30,2,20,2.4,40.156948,-121.104342,446.89,0,0,10,1444,104,2,3,SMC,3,WFR,2005,4,D,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,21.92860031,0,0,0,0,0,0
89,90,PLAS,223_4.2013,223_4,2012Chips,2012,2013,1,1,2,1,3,28,40.154888,-121.104482,583.57,0,0,11,1434,137,2,4,SMC,3,WFR,2005,4,D,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,81.43319702,0,0,0,0,0,0
90,91,PLAS,223_4.2014,223_4,2012Chips,2012,2014,2,1,2,33,2,22.9,40.154888,-121.104482,583.57,0,0,11,1434,137,2,4,SMC,3,WFR,2005,4,D,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,81.43319702,0,0,0,0,0,0
91,92,PLAS,223_4.2015,223_4,2012Chips,2012,2015,3,1,1,65,0,17.8,40.154888,-121.104482,583.57,0,0,11,1434,137,2,4,SMC,3,WFR,2005,4,D,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,81.43319702,0,0,0,0,0,0
92,93,PLAS,223_6.2013,223_6,2012Chips,2012,2013,1,1,5,7,3,16,40.152336,-121.10217,580.17,0,0,62,1386,144,2,2,SMC,3,SMC,2005,3,P,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,88.13359833,0,0,0,0,0,0
93,94,PLAS,223_6.2014,223_6,2012Chips,2012,2014,2,1,6,32,2,14.8,40.152336,-121.10217,580.17,0,0,62,1386,144,2,2,SMC,3,SMC,2005,3,P,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,88.13359833,0,0,0,0,0,0
94,95,PLAS,223_6.2015,223_6,2012Chips,2012,2015,3,1,7,57,2,13.6,40.152336,-121.10217,580.17,0,0,62,1386,144,2,2,SMC,3,SMC,2005,3,P,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,88.13359833,0,0,0,0,0,0
95,96,PLAS,223_7.2013,223_7,2012Chips,2012,2013,1,1,30,4,17,0.6,40.153923,-121.100587,155.57,0,0,43,1404,145,2,5,WFR,3,WFR,2005,4,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0.665691972,0,0,0,0,0,0
96,97,PLAS,223_7.2014,223_7,2012Chips,2012,2014,2,1,30,3,17,0.7,40.153923,-121.100587,155.57,0,0,43,1404,145,2,5,WFR,3,WFR,2005,4,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0.665691972,0,0,0,0,0,0
97,98,PLAS,223_7.2015,223_7,2012Chips,2012,2015,3,1,30,2,16,0.8,40.153923,-121.100587,155.57,0,0,43,1404,145,2,5,WFR,3,WFR,2005,4,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0.665691972,0,0,0,0,0,0
98,99,PLAS,223_8.2013,223_8,2012Chips,2012,2013,1,1,28,5,16,0.4,40.155822,-121.099384,247.83,0,0,15,1428,91,2,5,WFR,3,WFR,2005,4,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,4.406310081,0,0,0,0,0,0
99,100,PLAS,223_8.2014,223_8,2012Chips,2012,2014,2,1,27,5,12,1.1,40.155822,-121.099384,247.83,0,0,15,1428,91,2,5,WFR,3,WFR,2005,4,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,4.406310081,0,0,0,0,0,0
100,101,PLAS,223_8.2015,223_8,2012Chips,2012,2015,3,1,26,4,8,1.8,40.155822,-121.099384,247.83,0,0,15,1428,91,2,5,WFR,3,WFR,2005,4,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,4.406310081,0,0,0,0,0,0
101,102,PLAS,223_9.2013,223_9,2012Chips,2012,2013,1,1,15,2,10,6.8,40.157642,-121.099932,333.17,0,0,33,1421,58,2,5,WFR,4,WFR,2005,4,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,30.35589981,0,0,0,0,0,0
102,103,PLAS,223_9.2014,223_9,2012Chips,2012,2014,2,1,21,3,11,4.8,40.157642,-121.099932,333.17,0,0,33,1421,58,2,5,WFR,4,WFR,2005,4,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,30.35589981,0,0,0,0,0,0
103,104,PLAS,223_9.2015,223_9,2012Chips,2012,2015,3,1,26,4,12,2.8,40.157642,-121.099932,333.17,0,0,33,1421,58,2,5,WFR,4,WFR,2005,4,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,30.35589981,0,0,0,0,0,0
104,105,PLAS,224_1.2013,224_1,2012Chips,2012,2013,1,1,7,2,5,17.6,40.116706,-121.123719,761.37,0,0,28,1287,255,2,5,SMC,4,SMC,2005,4,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,96.76660156,0,0,0,0,0,0
105,106,PLAS,224_1.2014,224_1,2012Chips,2012,2014,2,1,5,2,4,16.7,40.116706,-121.123719,761.37,0,0,28,1287,255,2,5,SMC,4,SMC,2005,4,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,96.76660156,0,0,0,0,0,0
106,107,PLAS,224_1.2015,224_1,2012Chips,2012,2015,3,1,3,2,3,15.8,40.116706,-121.123719,761.37,0,0,28,1287,255,2,5,SMC,4,SMC,2005,4,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,96.76660156,0,0,0,0,0,0
107,108,PLAS,224_2.2013,224_2,2012Chips,2012,2013,1,1,50,3,24,2.8,40.114164,-121.123085,355.69,0,0,26,1276,248,2,5,SMC,4,SMC,2005,4,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,14.95149994,0,0,0,0,0,0
108,109,PLAS,224_2.2014,224_2,2012Chips,2012,2014,2,1,38,3,19,5.2,40.114164,-121.123085,355.69,0,0,26,1276,248,2,5,SMC,4,SMC,2005,4,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,14.95149994,0,0,0,0,0,0
109,110,PLAS,224_2.2015,224_2,2012Chips,2012,2015,3,1,25,3,13,7.6,40.114164,-121.123085,355.69,0,0,26,1276,248,2,5,SMC,4,SMC,2005,4,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,14.95149994,0,0,0,0,0,0
110,111,PLAS,224_4.2013,224_4,2012Chips,2012,2013,1,1,50,3,16,4.8,40.110376,-121.122216,153.77,0,0,12,1252,246,2,4,SMC,4,SMC,2005,4,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0.247861996,0,0,0,0,0,0
111,112,PLAS,224_4.2014,224_4,2012Chips,2012,2014,2,1,43,4,15,4.8,40.110376,-121.122216,153.77,0,0,12,1252,246,2,4,SMC,4,SMC,2005,4,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0.247861996,0,0,0,0,0,0
112,113,PLAS,224_4.2015,224_4,2012Chips,2012,2015,3,1,35,5,14,4.8,40.110376,-121.122216,153.77,0,0,12,1252,246,2,4,SMC,4,SMC,2005,4,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0.247861996,0,0,0,0,0,0
113,114,PLAS,224_5.2013,224_5,2012Chips,2012,2013,1,1,48,3,20,4.6,40.108234,-121.121793,324,0,0,11,1265,321,2,5,SMC,3,SMC,2005,5,D,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,12.48260021,0,0,0,0,0,0
114,115,PLAS,224_5.2014,224_5,2012Chips,2012,2014,2,1,34,10,16,4.2,40.108234,-121.121793,324,0,0,11,1265,321,2,5,SMC,3,SMC,2005,5,D,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,12.48260021,0,0,0,0,0,0
115,116,PLAS,224_5.2015,224_5,2012Chips,2012,2015,3,1,20,17,11,3.8,40.108234,-121.121793,324,0,0,11,1265,321,2,5,SMC,3,SMC,2005,5,D,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,12.48260021,0,0,0,0,0,0
116,117,PLAS,224_6.2013,224_6,2012Chips,2012,2013,1,1,44,4,22,2.4,40.106118,-121.1213,360.17,0,0,5,1277,296,2,5,SMC,4,SMC,2005,5,D,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,10.02690029,0,0,0,0,0,0
117,118,PLAS,224_6.2014,224_6,2012Chips,2012,2014,2,1,47,3,18,2.7,40.106118,-121.1213,360.17,0,0,5,1277,296,2,5,SMC,4,SMC,2005,5,D,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,10.02690029,0,0,0,0,0,0
118,119,PLAS,224_6.2015,224_6,2012Chips,2012,2015,3,1,50,2,14,3,40.106118,-121.1213,360.17,0,0,5,1277,296,2,5,SMC,4,SMC,2005,5,D,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,10.02690029,0,0,0,0,0,0
119,120,PLAS,224_8.2013,224_8,2012Chips,2012,2013,1,1,35,1,14,1.8,40.111969,-121.117678,556.75,0,0,9,1292,178,2,5,SMC,4,SMC,2005,5,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,52.78480148,0,0,0,0,0,0
120,121,PLAS,224_8.2014,224_8,2012Chips,2012,2014,2,1,29,4,12,3.7,40.111969,-121.117678,556.75,0,0,9,1292,178,2,5,SMC,4,SMC,2005,5,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,52.78480148,0,0,0,0,0,0
121,122,PLAS,224_8.2015,224_8,2012Chips,2012,2015,3,1,23,7,10,5.6,40.111969,-121.117678,556.75,0,0,9,1292,178,2,5,SMC,4,SMC,2005,5,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,52.78480148,0,0,0,0,0,0
122,123,PLAS,314_5.2013,314_5,2012Chips,2012,2013,1,1,1,6,1,5.6,40.069446,-121.087377,759.33,0,0,12,1654,74,2,5,SMC,3,SMC,2005,3,P,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,99.67459869,0,0,0,0,0,0
123,124,PLAS,314_5.2014,314_5,2012Chips,2012,2014,2,1,1,6,0,4.3,40.069446,-121.087377,759.33,0,0,12,1654,74,2,5,SMC,3,SMC,2005,3,P,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,99.67459869,0,0,0,0,0,0
124,125,PLAS,314_5.2015,314_5,2012Chips,2012,2015,3,1,1,5,0,3,40.069446,-121.087377,759.33,0,0,12,1654,74,2,5,SMC,3,SMC,2005,3,P,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,99.67459869,0,0,0,0,0,0
125,126,PLAS,314_7.2013,314_7,2012Chips,2012,2013,1,1,14,15,9,2.6,40.06562,-121.083216,510.95,0,0,3,1655,254,2,5,SMC,2,SMC,2005,3,P,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,61.13510132,0,0,0,0,0,0
126,127,PLAS,314_7.2014,314_7,2012Chips,2012,2014,2,1,15,10,7,2.2,40.06562,-121.083216,510.95,0,0,3,1655,254,2,5,SMC,2,SMC,2005,3,P,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,61.13510132,0,0,0,0,0,0
127,128,PLAS,314_7.2015,314_7,2012Chips,2012,2015,3,1,15,4,5,1.8,40.06562,-121.083216,510.95,0,0,3,1655,254,2,5,SMC,2,SMC,2005,3,P,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,61.13510132,0,0,0,0,0,0
128,129,PLAS,314_8.2013,314_8,2012Chips,2012,2013,1,1,12,16,6,1.4,40.065219,-121.08617,405.03,0,0,2,1653,64,2,0,SMC,0,SMC,2005,3,P,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,39.70289993,0,0,0,0,0,0
129,130,PLAS,314_8.2014,314_8,2012Chips,2012,2014,2,1,14,11,5,1.3,40.065219,-121.08617,405.03,0,0,2,1653,64,2,0,SMC,0,SMC,2005,3,P,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,39.70289993,0,0,0,0,0,0
130,131,PLAS,314_8.2015,314_8,2012Chips,2012,2015,3,1,15,6,4,1.2,40.065219,-121.08617,405.03,0,0,2,1653,64,2,0,SMC,0,SMC,2005,3,P,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,39.70289993,0,0,0,0,0,0
131,132,PLAS,BVR1_11.2013,BVR1_11,2012Chips,2012,2013,13,1,50,5,6,0,40.143144,-121.165122,103.43,0,0,32,1287,253,2,0,BAR,0,SMC,2005,4,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,7.27E-05,0,0,0,0,0,0
132,133,PLAS,BVR1_11.2014,BVR1_11,2012Chips,2012,2014,14,1,32,6,6,0,40.143144,-121.165122,103.43,0,0,32,1287,253,2,0,BAR,0,SMC,2005,4,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,7.27E-05,0,0,0,0,0,0
133,134,PLAS,BVR1_11.2015,BVR1_11,2012Chips,2012,2015,15,1,13,7,6,0,40.143144,-121.165122,103.43,0,0,32,1287,253,2,0,BAR,0,SMC,2005,4,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,7.27E-05,0,0,0,0,0,0
134,135,PLAS,BVR1_2.2013,BVR1_2,2012Chips,2012,2013,13,1,50,8,23,0.6,40.127388,-121.147073,69.77,0,0,17,1281,231,2,5,SMC,4,SMC,2005,4,D,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
135,136,PLAS,BVR1_2.2014,BVR1_2,2012Chips,2012,2014,14,1,43,11,19,1.7,40.127388,-121.147073,69.77,0,0,17,1281,231,2,5,SMC,4,SMC,2005,4,D,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
136,137,PLAS,BVR1_2.2015,BVR1_2,2012Chips,2012,2015,15,1,36,14,14,2.8,40.127388,-121.147073,69.77,0,0,17,1281,231,2,5,SMC,4,SMC,2005,4,D,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
137,138,PLAS,BVR1_3.2013,BVR1_3,2012Chips,2012,2013,1,1,40,4,17,1.8,40.129175,-121.149548,151.74,0,0,20,1283,222,2,4,SMC,4,SMC,2005,5,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0.589577019,0,0,0,0,0,0
138,139,PLAS,BVR1_3.2014,BVR1_3,2012Chips,2012,2014,2,1,34,7,18,1.4,40.129175,-121.149548,151.74,0,0,20,1283,222,2,4,SMC,4,SMC,2005,5,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0.589577019,0,0,0,0,0,0
139,140,PLAS,BVR1_3.2015,BVR1_3,2012Chips,2012,2015,3,1,28,9,18,1,40.129175,-121.149548,151.74,0,0,20,1283,222,2,4,SMC,4,SMC,2005,5,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0.589577019,0,0,0,0,0,0
140,141,PLAS,BVR1_4.2013,BVR1_4,2012Chips,2012,2013,13,1,37,4,24,3,40.129963,-121.1532,187.97,0,0,5,1279,166,2,5,SMC,3,SMC,2005,4,D,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,3.31930995,0,0,0,0,0,0
141,142,PLAS,BVR1_4.2014,BVR1_4,2012Chips,2012,2014,14,1,35,4,19,4.7,40.129963,-121.1532,187.97,0,0,5,1279,166,2,5,SMC,3,SMC,2005,4,D,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,3.31930995,0,0,0,0,0,0
142,143,PLAS,BVR1_4.2015,BVR1_4,2012Chips,2012,2015,15,1,32,3,14,6.4,40.129963,-121.1532,187.97,0,0,5,1279,166,2,5,SMC,3,SMC,2005,4,D,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,3.31930995,0,0,0,0,0,0
143,144,PLAS,BVR1_7.2013,BVR1_7,2012Chips,2012,2013,1,1,50,6,22,0.6,40.134555,-121.159813,132.78,0,0,6,1278,235,2,4,SMC,3,SMC,2005,4,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0.148224995,0,0,0,0,0,0
144,145,PLAS,BVR1_7.2014,BVR1_7,2012Chips,2012,2014,2,1,42,5,18,0.8,40.134555,-121.159813,132.78,0,0,6,1278,235,2,4,SMC,3,SMC,2005,4,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0.148224995,0,0,0,0,0,0
145,146,PLAS,BVR1_7.2015,BVR1_7,2012Chips,2012,2015,3,1,33,4,13,1,40.134555,-121.159813,132.78,0,0,6,1278,235,2,4,SMC,3,SMC,2005,4,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0.148224995,0,0,0,0,0,0
146,147,PLAS,BVR1_8.2013,BVR1_8,2012Chips,2012,2013,13,1,60,5,28,1.8,40.13629,-121.161292,58.5,0,0,8,1279,222,2,4,SMC,0,SMC,2005,4,D,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0.00342502,0,0,0,0,0,0
147,148,PLAS,BVR1_8.2014,BVR1_8,2012Chips,2012,2014,14,1,55,4,21,2.1,40.13629,-121.161292,58.5,0,0,8,1279,222,2,4,SMC,0,SMC,2005,4,D,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0.00342502,0,0,0,0,0,0
148,149,PLAS,BVR1_8.2015,BVR1_8,2012Chips,2012,2015,15,1,50,2,15,2.4,40.13629,-121.161292,58.5,0,0,8,1279,222,2,4,SMC,0,SMC,2005,4,D,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0.00342502,0,0,0,0,0,0
149,150,PLAS,BVR2_1.2013,BVR2_1,2012Chips,2012,2013,1,1,38,7,9,3,40.112383,-121.16088,410.33,0,0,45,1436,100,2,4,SMC,4,WFR,2005,4,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,32.86109924,0,0,0,0,0,0
150,151,PLAS,BVR2_1.2014,BVR2_1,2012Chips,2012,2014,2,1,34,19,7,4.7,40.112383,-121.16088,410.33,0,0,45,1436,100,2,4,SMC,4,WFR,2005,4,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,32.86109924,0,0,0,0,0,0
151,152,PLAS,BVR2_1.2015,BVR2_1,2012Chips,2012,2015,3,1,30,30,6,6.4,40.112383,-121.16088,410.33,0,0,45,1436,100,2,4,SMC,4,WFR,2005,4,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,32.86109924,0,0,0,0,0,0
152,153,PLAS,BVR2_2.2013,BVR2_2,2012Chips,2012,2013,1,1,25,5,11,3.5,40.110271,-121.161747,306.43,0,0,33,1416,57,2,4,SMC,4,SMC,2005,5,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,11.77999973,0,0,0,0,0,0
153,154,PLAS,BVR2_2.2014,BVR2_2,2012Chips,2012,2014,2,1,30,25,9,2.1,40.110271,-121.161747,306.43,0,0,33,1416,57,2,4,SMC,4,SMC,2005,5,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,11.77999973,0,0,0,0,0,0
154,155,PLAS,BVR2_2.2015,BVR2_2,2012Chips,2012,2015,3,1,35,45,6,0.8,40.110271,-121.161747,306.43,0,0,33,1416,57,2,4,SMC,4,SMC,2005,5,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,11.77999973,0,0,0,0,0,0
155,156,PLAS,BVR2_3.2013,BVR2_3,2012Chips,2012,2013,1,1,30,7,11,3.5,40.109784,-121.158909,318.51,0,0,43,1434,237,2,5,SMC,4,SMC,2005,5,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,21.13459969,0,0,0,0,0,0
156,157,PLAS,BVR2_3.2014,BVR2_3,2012Chips,2012,2014,2,1,25,11,10,3.7,40.109784,-121.158909,318.51,0,0,43,1434,237,2,5,SMC,4,SMC,2005,5,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,21.13459969,0,0,0,0,0,0
157,158,PLAS,BVR2_3.2015,BVR2_3,2012Chips,2012,2015,3,1,20,15,8,3.8,40.109784,-121.158909,318.51,0,0,43,1434,237,2,5,SMC,4,SMC,2005,5,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,21.13459969,0,0,0,0,0,0
158,159,PLAS,BVR2_4.2013,BVR2_4,2012Chips,2012,2013,1,1,50,5,25,3.4,40.108995,-121.156279,231.21,0,0,25,1406,116,2,5,SMC,4,SMC,2005,5,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,1.678050041,0,0,0,0,0,0
159,160,PLAS,BVR2_4.2014,BVR2_4,2012Chips,2012,2014,2,1,40,6,22,5.4,40.108995,-121.156279,231.21,0,0,25,1406,116,2,5,SMC,4,SMC,2005,5,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,1.678050041,0,0,0,0,0,0
160,161,PLAS,BVR2_4.2015,BVR2_4,2012Chips,2012,2015,3,1,30,6,19,7.4,40.108995,-121.156279,231.21,0,0,25,1406,116,2,5,SMC,4,SMC,2005,5,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,1.678050041,0,0,0,0,0,0
161,162,PLAS,BVR2_5.2013,BVR2_5,2012Chips,2012,2013,1,1,20,12,10,0.6,40.107207,-121.158286,332.31,0,0,36,1444,9,2,5,SMC,3,SMC,2005,4,S,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,21.00169945,0,0,0,0,0,0
162,163,PLAS,BVR2_5.2014,BVR2_5,2012Chips,2012,2014,2,1,14,19,12,1.9,40.107207,-121.158286,332.31,0,0,36,1444,9,2,5,SMC,3,SMC,2005,4,S,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,21.00169945,0,0,0,0,0,0
163,164,PLAS,BVR2_5.2015,BVR2_5,2012Chips,2012,2015,3,1,8,25,13,3.2,40.107207,-121.158286,332.31,0,0,36,1444,9,2,5,SMC,3,SMC,2005,4,S,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,21.00169945,0,0,0,0,0,0
164,165,PLAS,BVR2_6.2013,BVR2_6,2012Chips,2012,2013,1,1,18,30,16,2.4,40.10685,-121.155093,341.51,0,0,25,1451,76,2,5,SMC,2,SMC,2005,4,P,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,23.28890038,0,0,0,0,0,0
165,166,PLAS,BVR2_6.2014,BVR2_6,2012Chips,2012,2014,2,1,14,24,14,2.5,40.10685,-121.155093,341.51,0,0,25,1451,76,2,5,SMC,2,SMC,2005,4,P,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,23.28890038,0,0,0,0,0,0
166,167,PLAS,BVR2_6.2015,BVR2_6,2012Chips,2012,2015,3,1,10,18,12,2.6,40.10685,-121.155093,341.51,0,0,25,1451,76,2,5,SMC,2,SMC,2005,4,P,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,23.28890038,0,0,0,0,0,0
167,168,PLAS,BVR2_7.2013,BVR2_7,2012Chips,2012,2013,1,1,35,11,12,2.4,40.107209,-121.152185,258.54,0,0,32,1467,339,2,5,SMC,2,SMC,2005,4,P,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,6.981349945,0,0,0,0,0,0
168,169,PLAS,BVR2_7.2014,BVR2_7,2012Chips,2012,2014,2,1,25,13,12,1.7,40.107209,-121.152185,258.54,0,0,32,1467,339,2,5,SMC,2,SMC,2005,4,P,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,6.981349945,0,0,0,0,0,0
169,170,PLAS,BVR2_7.2015,BVR2_7,2012Chips,2012,2015,3,1,15,15,13,1,40.107209,-121.152185,258.54,0,0,32,1467,339,2,5,SMC,2,SMC,2005,4,P,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,6.981349945,0,0,0,0,0,0
170,171,PLAS,BVR2_8.2013,BVR2_8,2012Chips,2012,2013,1,1,20,5,6,11.2,40.106506,-121.149365,678.17,0,0,35,1461,120,2,5,SMC,2,SMC,2005,3,P,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,70.85820007,0,0,0,0,0,0
171,172,PLAS,BVR2_8.2014,BVR2_8,2012Chips,2012,2014,2,1,16,25,6,9.3,40.106506,-121.149365,678.17,0,0,35,1461,120,2,5,SMC,2,SMC,2005,3,P,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,70.85820007,0,0,0,0,0,0
172,173,PLAS,BVR2_8.2015,BVR2_8,2012Chips,2012,2015,3,1,12,45,5,7.4,40.106506,-121.149365,678.17,0,0,35,1461,120,2,5,SMC,2,SMC,2005,3,P,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,70.85820007,0,0,0,0,0,0
173,174,PLAS,BVR2_9.2013,BVR2_9,2012Chips,2012,2013,1,1,32,25,15,1,40.105149,-121.151842,313.89,0,0,24,1485,124,2,3,SMC,3,SMC,2005,3,P,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,10.19939995,0,0,0,0,0,0
174,175,PLAS,BVR2_9.2014,BVR2_9,2012Chips,2012,2014,2,1,36,21,15,1.2,40.105149,-121.151842,313.89,0,0,24,1485,124,2,3,SMC,3,SMC,2005,3,P,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,10.19939995,0,0,0,0,0,0
175,176,PLAS,BVR2_9.2015,BVR2_9,2012Chips,2012,2015,3,1,40,17,15,1.4,40.105149,-121.151842,313.89,0,0,24,1485,124,2,3,SMC,3,SMC,2005,3,P,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,10.19939995,0,0,0,0,0,0
176,177,PLAS,BVR3_1.2013,BVR3_1,2012Chips,2012,2013,1,1,17,3,19,2.3,40.168583,-121.166127,532.81,0,0,56,1578,245,2,5,SMC,4,SMC,2005,5,P,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,45.62129974,0,0,0,0,0,0
177,178,PLAS,BVR3_1.2014,BVR3_1,2012Chips,2012,2014,2,1,15,10,14,3.7,40.168583,-121.166127,532.81,0,0,56,1578,245,2,5,SMC,4,SMC,2005,5,P,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,45.62129974,0,0,0,0,0,0
178,179,PLAS,BVR3_1.2015,BVR3_1,2012Chips,2012,2015,3,1,13,16,9,5,40.168583,-121.166127,532.81,0,0,56,1578,245,2,5,SMC,4,SMC,2005,5,P,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,45.62129974,0,0,0,0,0,0
179,180,PLAS,BVR3_10.2013,BVR3_10,2012Chips,2012,2013,13,1,25,4,16,2.8,40.152945,-121.157743,184.74,0,0,44,1559,246,2,5,SMC,4,SMC,2005,5,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0.090279102,0,0,0,0,0,0
180,181,PLAS,BVR3_10.2014,BVR3_10,2012Chips,2012,2014,14,1,20,5,18,2.8,40.152945,-121.157743,184.74,0,0,44,1559,246,2,5,SMC,4,SMC,2005,5,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0.090279102,0,0,0,0,0,0
181,182,PLAS,BVR3_10.2015,BVR3_10,2012Chips,2012,2015,15,1,15,6,20,2.8,40.152945,-121.157743,184.74,0,0,44,1559,246,2,5,SMC,4,SMC,2005,5,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0.090279102,0,0,0,0,0,0
