"","PointYrID","PointID","FIRE_ID","Fire_year","Year","TSB","TreeCov","ShrubCov","SnagBA","lat","long","burnsev","slope","elevation","aspect","visits","prefire","Burned"
"971","ML1702.2009","ML1702","2007Moonlight",2007,2009,2,30,0,14,40.158424,-120.75482,0.28343299,14,2136,126,2,"late closed",1
"972","ML1702.2010","ML1702","2007Moonlight",2007,2010,3,11,15,13,40.158424,-120.75482,0.28343299,14,2136,126,2,"late closed",1
"973","ML1702.2011","ML1702","2007Moonlight",2007,2011,4,9,12,16.5,40.158424,-120.75482,0.28343299,14,2136,126,2,"late closed",1
"974","ML1702.2012","ML1702","2007Moonlight",2007,2012,5,7,8,20,40.158424,-120.75482,0.28343299,14,2136,126,2,"late closed",1
"975","ML1703.2009","ML1703","2007Moonlight",2007,2009,2,30,80,0,40.157914,-120.751949,0,18,2085,96,2,"late closed",1
"976","ML1703.2010","ML1703","2007Moonlight",2007,2010,3,33,28,1,40.157914,-120.751949,0,18,2085,96,2,"late closed",1
"977","ML1703.2011","ML1703","2007Moonlight",2007,2011,4,34,42,0.5,40.157914,-120.751949,0,18,2085,96,2,"late closed",1
"978","ML1703.2012","ML1703","2007Moonlight",2007,2012,5,35,55,0,40.157914,-120.751949,0,18,2085,96,2,"late closed",1
"979","ML1705.2009","ML1705","2007Moonlight",2007,2009,2,50,10,5,40.156637,-120.746269,0,23,1993,253,2,"late closed",1
"980","ML1705.2010","ML1705","2007Moonlight",2007,2010,3,30,14,11,40.156637,-120.746269,0,23,1993,253,2,"late closed",1
"981","ML1705.2011","ML1705","2007Moonlight",2007,2011,4,35,11,10.5,40.156637,-120.746269,0,23,1993,253,2,"late closed",1
"982","ML1705.2012","ML1705","2007Moonlight",2007,2012,5,40,7,10,40.156637,-120.746269,0,23,1993,253,2,"late closed",1
"983","ML1801.2009","ML1801","2007Moonlight",2007,2009,2,2,6,0,40.277927,-120.789651,31.04220009,13,1900,114,2,"mid closed",1
"984","ML1801.2010","ML1801","2007Moonlight",2007,2010,3,5,35,16,40.277927,-120.789651,31.04220009,13,1900,114,2,"mid closed",1
"985","ML1801.2011","ML1801","2007Moonlight",2007,2011,4,5,38,9.5,40.277927,-120.789651,31.04220009,13,1900,114,2,"mid closed",1
"986","ML1801.2012","ML1801","2007Moonlight",2007,2012,5,5,40,3,40.277927,-120.789651,31.04220009,13,1900,114,2,"mid closed",1
"987","ML1802.2009","ML1802","2007Moonlight",2007,2009,2,5,2,1,40.27694,-120.792247,35.02140045,28,1933,12,2,"Shrub",1
"988","ML1802.2010","ML1802","2007Moonlight",2007,2010,3,8,25,5,40.27694,-120.792247,35.02140045,28,1933,12,2,"Shrub",1
"989","ML1802.2011","ML1802","2007Moonlight",2007,2011,4,8,23,9.5,40.27694,-120.792247,35.02140045,28,1933,12,2,"Shrub",1
"990","ML1802.2012","ML1802","2007Moonlight",2007,2012,5,7,21,14,40.27694,-120.792247,35.02140045,28,1933,12,2,"Shrub",1
"991","ML1804.2009","ML1804","2007Moonlight",2007,2009,2,20,4,5,40.274585,-120.797306,15.95409966,33,1930,236,2,"late closed",1
"992","ML1804.2010","ML1804","2007Moonlight",2007,2010,3,20,21,3,40.274585,-120.797306,15.95409966,33,1930,236,2,"late closed",1
"993","ML1804.2011","ML1804","2007Moonlight",2007,2011,4,20,32,3,40.274585,-120.797306,15.95409966,33,1930,236,2,"late closed",1
"994","ML1804.2012","ML1804","2007Moonlight",2007,2012,5,20,42,3,40.274585,-120.797306,15.95409966,33,1930,236,2,"late closed",1
"995","ML1805.2009","ML1805","2007Moonlight",2007,2009,2,23,8,16.5,40.273228,-120.799688,0.238896996,34,1923,121,2,"late closed",1
"996","ML1805.2010","ML1805","2007Moonlight",2007,2010,3,40,25,6,40.273228,-120.799688,0.238896996,34,1923,121,2,"late closed",1
"997","ML1805.2011","ML1805","2007Moonlight",2007,2011,4,35,16,11,40.273228,-120.799688,0.238896996,34,1923,121,2,"late closed",1
"998","ML1805.2012","ML1805","2007Moonlight",2007,2012,5,30,6,16,40.273228,-120.799688,0.238896996,34,1923,121,2,"late closed",1
"999","ML1901.2009","ML1901","2007Moonlight",2007,2009,2,17,2,7,40.272648,-120.828848,0.631653011,44,1985,290,2,"mid closed",1
"1000","ML1901.2010","ML1901","2007Moonlight",2007,2010,3,37,14,6,40.272648,-120.828848,0.631653011,44,1985,290,2,"mid closed",1
"1001","ML1901.2011","ML1901","2007Moonlight",2007,2011,4,36,12,6,40.272648,-120.828848,0.631653011,44,1985,290,2,"mid closed",1
"1002","ML1901.2012","ML1901","2007Moonlight",2007,2012,5,35,9,7,40.272648,-120.828848,0.631653011,44,1985,290,2,"mid closed",1
"1003","ML1902.2009","ML1902","2007Moonlight",2007,2009,2,5,31,0,40.272348,-120.825319,0,28,2102,268,2,"mid closed",1
"1004","ML1902.2010","ML1902","2007Moonlight",2007,2010,3,5,31,0,40.272348,-120.825319,0,28,2102,268,2,"mid closed",1
"1005","ML1902.2011","ML1902","2007Moonlight",2007,2011,4,10,26,0,40.272348,-120.825319,0,28,2102,268,2,"mid closed",1
"1006","ML1902.2012","ML1902","2007Moonlight",2007,2012,5,15,20,0,40.272348,-120.825319,0,28,2102,268,2,"mid closed",1
"1007","ML1903.2009","ML1903","2007Moonlight",2007,2009,2,29,3,3,40.27098,-120.822921,0.41041401,31,2109,230,2,"mid closed",1
"1008","ML1903.2010","ML1903","2007Moonlight",2007,2010,3,16,20,1,40.27098,-120.822921,0.41041401,31,2109,230,2,"mid closed",1
"1009","ML1903.2011","ML1903","2007Moonlight",2007,2011,4,28,13,1,40.27098,-120.822921,0.41041401,31,2109,230,2,"mid closed",1
"1010","ML1903.2012","ML1903","2007Moonlight",2007,2012,5,40,7,1,40.27098,-120.822921,0.41041401,31,2109,230,2,"mid closed",1
"1011","ML1904.2009","ML1904","2007Moonlight",2007,2009,2,29,9,1,40.26929,-120.820668,1.509379983,18,2159,167,2,"mid closed",1
"1012","ML1904.2010","ML1904","2007Moonlight",2007,2010,3,45,17,0,40.26929,-120.820668,1.509379983,18,2159,167,2,"mid closed",1
"1013","ML1904.2011","ML1904","2007Moonlight",2007,2011,4,40,24,0.5,40.26929,-120.820668,1.509379983,18,2159,167,2,"mid closed",1
"1014","ML1904.2012","ML1904","2007Moonlight",2007,2012,5,35,30,1,40.26929,-120.820668,1.509379983,18,2159,167,2,"mid closed",1
"1015","ML2003.2009","ML2003","2007Moonlight",2007,2009,2,0,80,21,40.20445,-120.725482,100,23,1883,67,2,"late closed",1
"1016","ML2003.2010","ML2003","2007Moonlight",2007,2010,3,0,80,21,40.20445,-120.725482,100,23,1883,67,2,"late closed",1
"1017","ML2003.2011","ML2003","2007Moonlight",2007,2011,4,0,85,19,40.20445,-120.725482,100,23,1883,67,3,"late closed",1
"1018","ML2003.2012","ML2003","2007Moonlight",2007,2012,5,0,90,17,40.20445,-120.725482,100,23,1883,67,2,"late closed",1
"1019","ML2003.2015","ML2003","2007Moonlight",2007,2015,8,0,90,17,40.20445,-120.725482,100,23,1883,67,2,"late closed",1
"1020","ML2005.2009","ML2005","2007Moonlight",2007,2009,2,0,75,17,40.202975,-120.731045,100,15,1942,156,2,"mid closed",1
"1021","ML2005.2010","ML2005","2007Moonlight",2007,2010,3,0,75,17,40.202975,-120.731045,100,15,1942,156,2,"mid closed",1
"1022","ML2005.2011","ML2005","2007Moonlight",2007,2011,4,0,84,21,40.202975,-120.731045,100,15,1942,156,3,"mid closed",1
"1023","ML2005.2012","ML2005","2007Moonlight",2007,2012,5,0,92,25,40.202975,-120.731045,100,15,1942,156,2,"mid closed",1
"1024","ML2005.2015","ML2005","2007Moonlight",2007,2015,8,0,92,25,40.202975,-120.731045,100,15,1942,156,2,"mid closed",1
"1025","ML2101.2009","ML2101","2007Moonlight",2007,2009,2,10,40,21,40.27804,-120.68623,24.90189934,21,1924,77,2,"late closed",1
"1026","ML2101.2010","ML2101","2007Moonlight",2007,2010,3,10,40,14.5,40.27804,-120.68623,24.90189934,21,1924,77,2,"late closed",1
"1027","ML2101.2012","ML2101","2007Moonlight",2007,2012,5,4,55,8,40.27804,-120.68623,24.90189934,21,1924,77,2,"late closed",1
"1028","ML2102.2009","ML2102","2007Moonlight",2007,2009,2,15,0,2,40.276838,-120.683746,3.715480089,34,1929,216,2,"late closed",1
"1029","ML2201.2009","ML2201","2007Moonlight",2007,2009,2,5,1,10,40.280513,-120.715504,39.77560043,44,1919,121,2,"late closed",1
"1030","ML2202.2009","ML2202","2007Moonlight",2007,2009,2,40,2,2,40.279139,-120.71309,0.228633001,38,1883,224,2,"late closed",1
"1031","ML2203.2009","ML2203","2007Moonlight",2007,2009,2,30,11,1,40.277814,-120.710729,0.600310981,26,1911,216,2,"late closed",1
"1032","ML2204.2009","ML2204","2007Moonlight",2007,2009,2,0,55,16,40.276328,-120.708401,99.82039642,27,1874,275,2,"late closed",1
"1033","ML2205.2009","ML2205","2007Moonlight",2007,2009,2,15,2,1,40.275019,-120.706186,4.591700077,24,1921,255,2,"late closed",1
"1034","ML2301.2009","ML2301","2007Moonlight",2007,2009,2,0,15,3,40.214782,-120.796539,91.57749939,25,1827,301,2,"Shrub",1
"1035","ML2301.2010","ML2301","2007Moonlight",2007,2010,3,6,49,1,40.214782,-120.796539,91.57749939,25,1827,301,2,"Shrub",1
"1036","ML2301.2011","ML2301","2007Moonlight",2007,2011,4,6,66,1,40.214782,-120.796539,91.57749939,25,1827,301,2,"Shrub",1
"1037","ML2301.2012","ML2301","2007Moonlight",2007,2012,5,5,82,1,40.214782,-120.796539,91.57749939,25,1827,301,2,"Shrub",1
"1038","ML2301.2015","ML2301","2007Moonlight",2007,2015,8,5,82,1,40.214782,-120.796539,91.57749939,25,1827,301,2,"Shrub",1
"1039","ML2302.2009","ML2302","2007Moonlight",2007,2009,2,40,4,2,40.213071,-120.798336,7.599400043,23,1793,246,2,"young.forest",1
"1040","ML2302.2010","ML2302","2007Moonlight",2007,2010,3,22,14,4,40.213071,-120.798336,7.599400043,23,1793,246,2,"young.forest",1
"1041","ML2302.2011","ML2302","2007Moonlight",2007,2011,4,31,9,4,40.213071,-120.798336,7.599400043,23,1793,246,2,"young.forest",1
"1042","ML2302.2012","ML2302","2007Moonlight",2007,2012,5,40,4,4,40.213071,-120.798336,7.599400043,23,1793,246,2,"young.forest",1
"1043","ML2302.2015","ML2302","2007Moonlight",2007,2015,8,40,4,4,40.213071,-120.798336,7.599400043,23,1793,246,2,"young.forest",1
"1044","ML2303.2009","ML2303","2007Moonlight",2007,2009,2,1,10,16,40.211279,-120.800192,84.29560089,37,1752,137,2,"late closed",1
"1045","ML2303.2010","ML2303","2007Moonlight",2007,2010,3,3,31,24,40.211279,-120.800192,84.29560089,37,1752,137,2,"late closed",1
"1046","ML2303.2011","ML2303","2007Moonlight",2007,2011,4,4,33,18.5,40.211279,-120.800192,84.29560089,37,1752,137,2,"late closed",1
"1047","ML2303.2012","ML2303","2007Moonlight",2007,2012,5,5,35,13,40.211279,-120.800192,84.29560089,37,1752,137,2,"late closed",1
"1048","ML2303.2015","ML2303","2007Moonlight",2007,2015,8,5,35,13,40.211279,-120.800192,84.29560089,37,1752,137,2,"late closed",1
"1049","ML2304.2009","ML2304","2007Moonlight",2007,2009,2,0,25,3,40.209488,-120.80201,96.78399658,15,1765,145,2,"late closed",1
"1050","ML2304.2010","ML2304","2007Moonlight",2007,2010,3,3,60,11,40.209488,-120.80201,96.78399658,15,1765,145,2,"late closed",1
"1051","ML2304.2011","ML2304","2007Moonlight",2007,2011,4,3,66,8.5,40.209488,-120.80201,96.78399658,15,1765,145,2,"late closed",1
"1052","ML2304.2012","ML2304","2007Moonlight",2007,2012,5,2,72,6,40.209488,-120.80201,96.78399658,15,1765,145,2,"late closed",1
"1053","ML2304.2015","ML2304","2007Moonlight",2007,2015,8,2,72,6,40.209488,-120.80201,96.78399658,15,1765,145,2,"late closed",1
"1054","ML2305.2009","ML2305","2007Moonlight",2007,2009,2,0,10,6,40.207734,-120.80385,96.45780182,40,1755,270,2,"late closed",1
"1055","ML2305.2010","ML2305","2007Moonlight",2007,2010,3,0,60,14,40.207734,-120.80385,96.45780182,40,1755,270,2,"late closed",1
"1056","ML2305.2011","ML2305","2007Moonlight",2007,2011,4,0,68,12,40.207734,-120.80385,96.45780182,40,1755,270,2,"late closed",1
"1057","ML2305.2012","ML2305","2007Moonlight",2007,2012,5,0,75,10,40.207734,-120.80385,96.45780182,40,1755,270,2,"late closed",1
"1058","ML2305.2015","ML2305","2007Moonlight",2007,2015,8,0,75,7.8,40.207734,-120.80385,96.45780182,40,1755,270,2,"late closed",1
"1059","ML2405.2009","ML2405","2007Moonlight",2007,2009,2,8,50,5.5,40.159851,-120.677733,99,11,1682,88,2,"Shrub",1
"1060","ML2405.2010","ML2405","2007Moonlight",2007,2010,3,0,50,4,40.159851,-120.677733,99,11,1682,88,2,"Shrub",1
"1061","ML2405.2011","ML2405","2007Moonlight",2007,2011,4,0,55,2.5,40.159851,-120.677733,99,11,1682,88,2,"Shrub",1
"1062","ML2405.2012","ML2405","2007Moonlight",2007,2012,5,0,60,1,40.159851,-120.677733,99,11,1682,88,2,"Shrub",1
"1063","ML2604.2009","ML2604","2007Moonlight",2007,2009,2,60,0,5,40.208431,-120.658727,21.2609005,16,1626,98,2,"late closed",1
"1064","ML2604.2010","ML2604","2007Moonlight",2007,2010,3,25,1,11,40.208431,-120.658727,21.2609005,16,1626,98,2,"late closed",1
"1065","ML2604.2011","ML2604","2007Moonlight",2007,2011,4,28,8,15,40.208431,-120.658727,21.2609005,16,1626,98,2,"late closed",1
"1066","ML2604.2012","ML2604","2007Moonlight",2007,2012,5,30,15,19,40.208431,-120.658727,21.2609005,16,1626,98,2,"late closed",1
"1067","ML2605.2009","ML2605","2007Moonlight",2007,2009,2,15,0,11,40.207481,-120.661361,97.55239868,16,1684,97,2,"mid closed",1
"1068","ML2605.2010","ML2605","2007Moonlight",2007,2010,3,10,2,10,40.207481,-120.661361,97.55239868,16,1684,97,2,"mid closed",1
"1069","ML2605.2011","ML2605","2007Moonlight",2007,2011,4,14,19,8,40.207481,-120.661361,97.55239868,16,1684,97,2,"mid closed",1
"1070","ML2605.2012","ML2605","2007Moonlight",2007,2012,5,17,36,6,40.207481,-120.661361,97.55239868,16,1684,97,2,"mid closed",1
"1071","ML2704.2009","ML2704","2007Moonlight",2007,2009,2,10,60,1,40.194462,-120.829342,48.6352005,23,1533,133,2,"late closed",1
"1072","ML2704.2010","ML2704","2007Moonlight",2007,2010,3,6,44,1,40.194462,-120.829342,48.6352005,23,1533,133,2,"late closed",1
"1073","ML2704.2011","ML2704","2007Moonlight",2007,2011,4,8,50,1,40.194462,-120.829342,48.6352005,23,1533,133,2,"late closed",1
"1074","ML2704.2012","ML2704","2007Moonlight",2007,2012,5,10,55,1,40.194462,-120.829342,48.6352005,23,1533,133,2,"late closed",1
"1075","ML2705.2009","ML2705","2007Moonlight",2007,2009,2,5,80,2,40.193309,-120.831885,5.136730194,30,1506,174,2,"young.forest",1
"1076","ML2705.2010","ML2705","2007Moonlight",2007,2010,3,0,60,1,40.193309,-120.831885,5.136730194,30,1506,174,2,"young.forest",1
"1077","ML2705.2011","ML2705","2007Moonlight",2007,2011,4,1,48,1,40.193309,-120.831885,5.136730194,30,1506,174,2,"young.forest",1
"1078","ML2705.2012","ML2705","2007Moonlight",2007,2012,5,1,35,1,40.193309,-120.831885,5.136730194,30,1506,174,2,"young.forest",1
"1079","MSQ1_1.2013","MSQ1_1","2012Chips",2012,2013,1,0,21,5.8,40.1079,-121.205914,99.0460968,45,1424,43,2,"young.forest",1
"1080","MSQ1_1.2014","MSQ1_1","2012Chips",2012,2014,2,0,22,6.2,40.1079,-121.205914,99.0460968,45,1424,43,2,"young.forest",1
"1081","MSQ1_1.2015","MSQ1_1","2012Chips",2012,2015,3,0,23,6.6,40.1079,-121.205914,99.0460968,45,1424,43,2,"young.forest",1
"1082","MSQ1_10.2013","MSQ1_10","2012Chips",2012,2013,1,30,24,2,40.110118,-121.192093,27.84399986,23,1321,240,2,"late closed",1
"1083","MSQ1_10.2014","MSQ1_10","2012Chips",2012,2014,2,26,20,1.6,40.110118,-121.192093,27.84399986,23,1321,240,2,"late closed",1
"1084","MSQ1_10.2015","MSQ1_10","2012Chips",2012,2015,3,21,15,1.2,40.110118,-121.192093,27.84399986,23,1321,240,2,"late closed",1
"1085","MSQ1_11.2013","MSQ1_11","2012Chips",2012,2013,1,30,20,0.8,40.112283,-121.193432,5.36552,35,1327,319,2,"late closed",1
"1086","MSQ1_11.2014","MSQ1_11","2012Chips",2012,2014,2,30,17,0.9,40.112283,-121.193432,5.36552,35,1327,319,2,"late closed",1
"1087","MSQ1_11.2015","MSQ1_11","2012Chips",2012,2015,3,30,13,1,40.112283,-121.193432,5.36552,35,1327,319,2,"late closed",1
"1088","MSQ1_12.2013","MSQ1_12","2012Chips",2012,2013,1,20,11,2.8,40.112882,-121.190295,21.48349953,43,1387,316,2,"late closed",1
"1089","MSQ1_12.2014","MSQ1_12","2012Chips",2012,2014,2,17,13,3.2,40.112882,-121.190295,21.48349953,43,1387,316,2,"late closed",1
"1090","MSQ1_12.2015","MSQ1_12","2012Chips",2012,2015,3,13,14,3.6,40.112882,-121.190295,21.48349953,43,1387,316,2,"late closed",1
"1091","MSQ1_2.2013","MSQ1_2","2012Chips",2012,2013,1,7,6,3.4,40.108885,-121.203189,97.53929901,39,1420,183,2,"young.forest",1
"1092","MSQ1_2.2014","MSQ1_2","2012Chips",2012,2014,2,6,8,3.4,40.108885,-121.203189,97.53929901,39,1420,183,2,"young.forest",1
"1093","MSQ1_2.2015","MSQ1_2","2012Chips",2012,2015,3,5,10,3.4,40.108885,-121.203189,97.53929901,39,1420,183,2,"young.forest",1
"1094","MSQ1_3.2013","MSQ1_3","2012Chips",2012,2013,1,15,10,5.8,40.108848,-121.200234,66.48739624,41,1433,41,2,"late closed",1
"1095","MSQ1_3.2014","MSQ1_3","2012Chips",2012,2014,2,9,10,6.2,40.108848,-121.200234,66.48739624,41,1433,41,2,"late closed",1
"1096","MSQ1_3.2015","MSQ1_3","2012Chips",2012,2015,3,3,9,6.6,40.108848,-121.200234,66.48739624,41,1433,41,2,"late closed",1
"1097","MSQ1_4.2013","MSQ1_4","2012Chips",2012,2013,1,5,17,6.4,40.105722,-121.200234,96.58260345,42,1453,254,2,"late closed",1
"1098","MSQ1_4.2014","MSQ1_4","2012Chips",2012,2014,2,4,14,6.4,40.105722,-121.200234,96.58260345,42,1453,254,2,"late closed",1
"1099","MSQ1_4.2015","MSQ1_4","2012Chips",2012,2015,3,2,11,6.4,40.105722,-121.200234,96.58260345,42,1453,254,2,"late closed",1
"1100","MSQ1_5.2013","MSQ1_5","2012Chips",2012,2013,1,35,17,0.3,40.107432,-121.197784,13.20919991,33,1416,259,2,"open",1
"1101","MSQ1_5.2014","MSQ1_5","2012Chips",2012,2014,2,23,14,0.4,40.107432,-121.197784,13.20919991,33,1416,259,2,"open",1
"1102","MSQ1_5.2015","MSQ1_5","2012Chips",2012,2015,3,10,10,0.6,40.107432,-121.197784,13.20919991,33,1416,259,2,"open",1
"1103","MSQ1_6.2013","MSQ1_6","2012Chips",2012,2013,1,30,20,0.3,40.107349,-121.194818,4.147409916,47,1383,42,2,"open",1
"1104","MSQ1_6.2014","MSQ1_6","2012Chips",2012,2014,2,19,14,1,40.107349,-121.194818,4.147409916,47,1383,42,2,"open",1
"1105","MSQ1_6.2015","MSQ1_6","2012Chips",2012,2015,3,7,8,1.8,40.107349,-121.194818,4.147409916,47,1383,42,2,"open",1
"1106","MSQ1_7.2013","MSQ1_7","2012Chips",2012,2013,1,40,23,0.6,40.105552,-121.192765,2.692610025,47,1370,64,2,"late closed",1
"1107","MSQ1_7.2014","MSQ1_7","2012Chips",2012,2014,2,38,26,0.6,40.105552,-121.192765,2.692610025,47,1370,64,2,"late closed",1
"1108","MSQ1_7.2015","MSQ1_7","2012Chips",2012,2015,3,35,29,0.6,40.105552,-121.192765,2.692610025,47,1370,64,2,"late closed",1
"1109","MSQ1_8.2013","MSQ1_8","2012Chips",2012,2013,1,35,17,0.8,40.103228,-121.19224,6.828720093,23,1370,176,2,"young.forest",1
"1110","MSQ1_8.2014","MSQ1_8","2012Chips",2012,2014,2,39,28,0.9,40.103228,-121.19224,6.828720093,23,1370,176,2,"young.forest",1
"1111","MSQ1_8.2015","MSQ1_8","2012Chips",2012,2015,3,43,38,1,40.103228,-121.19224,6.828720093,23,1370,176,2,"young.forest",1
"1112","MSQ1_9.2013","MSQ1_9","2012Chips",2012,2013,1,35,6,4.4,40.107921,-121.19106,17.4382,50,1371,267,2,"late closed",1
"1113","MSQ1_9.2014","MSQ1_9","2012Chips",2012,2014,2,34,16,5.4,40.107921,-121.19106,17.4382,50,1371,267,2,"late closed",1
"1114","MSQ1_9.2015","MSQ1_9","2012Chips",2012,2015,3,33,26,6.4,40.107921,-121.19106,17.4382,50,1371,267,2,"late closed",1
"1115","MSQ2_1.2013","MSQ2_1","2012Chips",2012,2013,1,22,6,1.8,40.12388,-121.192,25.59429932,47,1449,77,2,"late closed",1
"1116","MSQ2_1.2014","MSQ2_1","2012Chips",2012,2014,2,23,8,1.4,40.12388,-121.192,25.59429932,47,1449,77,2,"late closed",1
"1117","MSQ2_1.2015","MSQ2_1","2012Chips",2012,2015,3,24,9,1,40.12388,-121.192,25.59429932,47,1449,77,2,"late closed",1
"1118","MSQ2_10.2013","MSQ2_10","2012Chips",2012,2013,1,2,5,19,40.11883,-121.195,99.4878006,33,1415,246,2,"late closed",1
"1119","MSQ2_10.2014","MSQ2_10","2012Chips",2012,2014,2,2,12,13.9,40.11883,-121.195,99.4878006,33,1415,246,2,"late closed",1
"1120","MSQ2_10.2015","MSQ2_10","2012Chips",2012,2015,3,2,19,8.8,40.11883,-121.195,99.4878006,33,1415,246,2,"late closed",1
"1121","MSQ2_11.2013","MSQ2_11","2012Chips",2012,2013,1,30,7,3.4,40.11941,-121.192,16.83180046,43,1388,116,2,"mid closed",1
"1122","MSQ2_11.2014","MSQ2_11","2012Chips",2012,2014,2,26,8,2,40.11941,-121.192,16.83180046,43,1388,116,2,"mid closed",1
"1123","MSQ2_11.2015","MSQ2_11","2012Chips",2012,2015,3,21,8,0.6,40.11941,-121.192,16.83180046,43,1388,116,2,"mid closed",1
"1124","MSQ2_12.2013","MSQ2_12","2012Chips",2012,2013,1,22,9,1.5,40.11993,-121.189,10.52729988,43,1396,293,2,"young.forest",1
"1125","MSQ2_12.2014","MSQ2_12","2012Chips",2012,2014,2,26,8,2.5,40.11993,-121.189,10.52729988,43,1396,293,2,"young.forest",1
"1126","MSQ2_12.2015","MSQ2_12","2012Chips",2012,2015,3,30,7,3.4,40.11993,-121.189,10.52729988,43,1396,293,2,"young.forest",1
"1127","MSQ2_2.2013","MSQ2_2","2012Chips",2012,2013,1,4,2,15.8,40.12337,-121.195,93.21620178,40,1483,254,2,"late closed",1
"1128","MSQ2_2.2014","MSQ2_2","2012Chips",2012,2014,2,3,2,16.2,40.12337,-121.195,93.21620178,40,1483,254,2,"late closed",1
"1129","MSQ2_2.2015","MSQ2_2","2012Chips",2012,2015,3,2,2,16.6,40.12337,-121.195,93.21620178,40,1483,254,2,"late closed",1
"1130","MSQ2_3.2013","MSQ2_3","2012Chips",2012,2013,1,0,2,24.8,40.12282,-121.198,99.98729706,45,1454,124,2,"late closed",1
"1131","MSQ2_3.2014","MSQ2_3","2012Chips",2012,2014,2,0,20,19.5,40.12282,-121.198,99.98729706,45,1454,124,2,"late closed",1
"1132","MSQ2_3.2015","MSQ2_3","2012Chips",2012,2015,3,0,37,14.2,40.12282,-121.198,99.98729706,45,1454,124,2,"late closed",1
"1133","MSQ2_4.2013","MSQ2_4","2012Chips",2012,2013,1,35,20,1.2,40.12219,-121.2,47.24560165,47,1443,191,2,"mid closed",1
"1134","MSQ2_4.2014","MSQ2_4","2012Chips",2012,2014,2,30,27,1.2,40.12219,-121.2,47.24560165,47,1443,191,2,"mid closed",1
"1135","MSQ2_4.2015","MSQ2_4","2012Chips",2012,2015,3,25,33,1.2,40.12219,-121.2,47.24560165,47,1443,191,2,"mid closed",1
"1136","MSQ2_5.2013","MSQ2_5","2012Chips",2012,2013,1,25,43,2,40.12147,-121.203,28.52820015,36,1501,60,2,"mid closed",1
"1137","MSQ2_5.2014","MSQ2_5","2012Chips",2012,2014,2,29,30,1.9,40.12147,-121.203,28.52820015,36,1501,60,2,"mid closed",1
"1138","MSQ2_5.2015","MSQ2_5","2012Chips",2012,2015,3,32,16,1.8,40.12147,-121.203,28.52820015,36,1501,60,2,"mid closed",1
"1139","MSQ2_6.2013","MSQ2_6","2012Chips",2012,2013,1,0,2,12.4,40.12097,-121.206,100,31,1511,205,2,"late closed",1
"1140","MSQ2_6.2014","MSQ2_6","2012Chips",2012,2014,2,0,5,9.3,40.12097,-121.206,100,31,1511,205,2,"late closed",1
"1141","MSQ2_6.2015","MSQ2_6","2012Chips",2012,2015,3,0,7,6.2,40.12097,-121.206,100,31,1511,205,2,"late closed",1
"1142","MSQ2_7.2013","MSQ2_7","2012Chips",2012,2013,1,1,21,17.2,40.1168,-121.204,99.96900177,36,1380,170,2,"young.forest",1
"1143","MSQ2_7.2014","MSQ2_7","2012Chips",2012,2014,2,1,30,12.4,40.1168,-121.204,99.96900177,36,1380,170,2,"young.forest",1
"1144","MSQ2_7.2015","MSQ2_7","2012Chips",2012,2015,3,0,38,7.6,40.1168,-121.204,99.96900177,36,1380,170,2,"young.forest",1
"1145","MSQ2_8.2013","MSQ2_8","2012Chips",2012,2013,1,0,7,22.4,40.11757,-121.201,100,35,1360,159,2,"young.forest",1
"1146","MSQ2_8.2014","MSQ2_8","2012Chips",2012,2014,2,0,27,18.3,40.11757,-121.201,100,35,1360,159,2,"young.forest",1
"1147","MSQ2_8.2015","MSQ2_8","2012Chips",2012,2015,3,0,46,14.2,40.11757,-121.201,100,35,1360,159,2,"young.forest",1
"1148","MSQ2_9.2013","MSQ2_9","2012Chips",2012,2013,1,2,5,13.4,40.1184,-121.198,99.92960358,45,1373,114,2,"open",1
"1149","MSQ2_9.2014","MSQ2_9","2012Chips",2012,2014,2,3,19,12.4,40.1184,-121.198,99.92960358,45,1373,114,2,"open",1
"1150","MSQ2_9.2015","MSQ2_9","2012Chips",2012,2015,3,4,33,11.4,40.1184,-121.198,99.92960358,45,1373,114,2,"open",1
"1151","OHC1_11.2013","OHC1_11","2012Chips",2012,2013,1,22,2,13.8,40.150388,-121.113588,45.00939941,46,1617,116,2,"late closed",1
"1152","OHC1_11.2014","OHC1_11","2012Chips",2012,2014,2,20,2,12.5,40.150388,-121.113588,45.00939941,46,1617,116,2,"late closed",1
"1153","OHC1_11.2015","OHC1_11","2012Chips",2012,2015,3,17,2,11.2,40.150388,-121.113588,45.00939941,46,1617,116,2,"late closed",1
"1154","OHC1_7.2013","OHC1_7","2012Chips",2012,2013,1,18,11,0.4,40.158895,-121.117075,6.625720024,22,1768,65,2,"Shrub",1
"1155","OHC1_7.2014","OHC1_7","2012Chips",2012,2014,2,19,9,1.6,40.158895,-121.117075,6.625720024,22,1768,65,2,"Shrub",1
"1156","OHC1_7.2015","OHC1_7","2012Chips",2012,2015,3,20,6,2.8,40.158895,-121.117075,6.625720024,22,1768,65,2,"Shrub",1
"1157","PL05A.C.2011","PL05A.C","2008Cold",2008,2011,3,0,85,32.4,39.838444,-120.82804,99.85739899,33,1641,222,1,"mid closed",1
"1158","PL05A.C.2012","PL05A.C","2008Cold",2008,2012,4,0,85,32.4,39.838444,-120.82804,99.85739899,33,1641,222,2,"mid closed",1
