"","PointYrID","PointID","FIRE_ID","Fire_year","Year","TSB","TreeCov","ShrubCov","SnagBA","lat","long","burnsev","slope","elevation","aspect","visits","prefire","Burned"
"2145","LA19B.C.2015","LA19B.C","unburned",0,2015,0,18,15,-9999,40.351571,-120.833901,0,22,1658,212,2,"young.forest",0
"2146","LA19B.E.2010","LA19B.E","unburned",0,2010,0,16,10,-9999,40.351591,-120.830958,0,27,1685,179,2,"mid closed",0
"2147","LA19B.E.2011","LA19B.E","unburned",0,2011,0,16,10,-9999,40.351591,-120.830958,0,27,1685,179,1,"mid closed",0
"2148","LA19B.E.2012","LA19B.E","unburned",0,2012,0,16,10,-9999,40.351591,-120.830958,0,27,1685,179,3,"mid closed",0
"2149","LA19B.E.2013","LA19B.E","unburned",0,2013,0,14,11,-9999,40.351591,-120.830958,0,27,1685,179,2,"mid closed",0
"2150","LA19B.E.2014","LA19B.E","unburned",0,2014,0,12,12,-9999,40.351591,-120.830958,0,27,1685,179,1,"mid closed",0
"2151","LA19B.E.2015","LA19B.E","unburned",0,2015,0,12,12,-9999,40.351591,-120.830958,0,27,1685,179,2,"mid closed",0
"2152","LA19B.N.2010","LA19B.N","unburned",0,2010,0,12,15,-9999,40.353822,-120.833927,0,14,1684,118,2,"mid closed",0
"2153","LA19B.N.2011","LA19B.N","unburned",0,2011,0,12,15,-9999,40.353822,-120.833927,0,14,1684,118,1,"mid closed",0
"2154","LA19B.N.2012","LA19B.N","unburned",0,2012,0,12,15,-9999,40.353822,-120.833927,0,14,1684,118,3,"mid closed",0
"2155","LA19B.N.2013","LA19B.N","unburned",0,2013,0,14,12,-9999,40.353822,-120.833927,0,14,1684,118,2,"mid closed",0
"2156","LA19B.N.2014","LA19B.N","unburned",0,2014,0,15,9,-9999,40.353822,-120.833927,0,14,1684,118,1,"mid closed",0
"2157","LA19B.N.2015","LA19B.N","unburned",0,2015,0,15,9,-9999,40.353822,-120.833927,0,14,1684,118,2,"mid closed",0
"2158","LA19B.S.2010","LA19B.S","unburned",0,2010,0,16,10,-9999,40.34932,-120.833875,0,7,1624,78,2,"mid closed",0
"2159","LA19B.S.2011","LA19B.S","unburned",0,2011,0,16,10,-9999,40.34932,-120.833875,0,7,1624,78,1,"mid closed",0
"2160","LA19B.S.2012","LA19B.S","unburned",0,2012,0,16,10,-9999,40.34932,-120.833875,0,7,1624,78,3,"mid closed",0
"2161","LA19B.S.2013","LA19B.S","unburned",0,2013,0,17,8,-9999,40.34932,-120.833875,0,7,1624,78,2,"mid closed",0
"2162","LA19B.S.2014","LA19B.S","unburned",0,2014,0,18,5,-9999,40.34932,-120.833875,0,7,1624,78,1,"mid closed",0
"2163","LA19B.S.2015","LA19B.S","unburned",0,2015,0,18,5,-9999,40.34932,-120.833875,0,7,1624,78,2,"mid closed",0
"2164","LA19B.W.2010","LA19B.W","unburned",0,2010,0,30,15,-9999,40.351551,-120.836844,0,35,1695,98,2,"late closed",0
"2165","LA19B.W.2011","LA19B.W","unburned",0,2011,0,30,15,-9999,40.351551,-120.836844,0,35,1695,98,1,"late closed",0
"2166","LA19B.W.2012","LA19B.W","unburned",0,2012,0,30,15,-9999,40.351551,-120.836844,0,35,1695,98,3,"late closed",0
"2167","LA19B.W.2013","LA19B.W","unburned",0,2013,0,31,15,-9999,40.351551,-120.836844,0,35,1695,98,2,"late closed",0
"2168","LA19B.W.2014","LA19B.W","unburned",0,2014,0,32,15,-9999,40.351551,-120.836844,0,35,1695,98,1,"late closed",0
"2169","LA19B.W.2015","LA19B.W","unburned",0,2015,0,32,15,-9999,40.351551,-120.836844,0,35,1695,98,2,"late closed",0
"2170","LA23A.C.2010","LA23A.C","unburned",0,2010,0,89,25,-9999,40.591351,-121.238295,0,10,1939,330,2,"mid closed",0
"2171","LA23A.C.2011","LA23A.C","unburned",0,2011,0,89,25,-9999,40.591351,-121.238295,0,10,1939,330,1,"mid closed",0
"2172","LA23A.C.2012","LA23A.C","unburned",0,2012,0,89,25,-9999,40.591351,-121.238295,0,10,1939,330,1,"mid closed",0
"2173","LA23A.C.2013","LA23A.C","unburned",0,2013,0,89,25,-9999,40.591351,-121.238295,0,10,1939,330,2,"mid closed",0
"2174","LA23A.C.2014","LA23A.C","unburned",0,2014,0,89,25,-9999,40.591351,-121.238295,0,10,1939,330,1,"mid closed",0
"2175","LA23A.C.2015","LA23A.C","unburned",0,2015,0,89,25,-9999,40.591351,-121.238295,0,10,1939,330,2,"mid closed",0
"2176","LA23A.E.2010","LA23A.E","unburned",0,2010,0,56,25,-9999,40.591381,-121.235342,0,16,1961,289,2,"open",0
"2177","LA23A.E.2011","LA23A.E","unburned",0,2011,0,56,25,-9999,40.591381,-121.235342,0,16,1961,289,1,"open",0
"2178","LA23A.E.2012","LA23A.E","unburned",0,2012,0,56,25,-9999,40.591381,-121.235342,0,16,1961,289,1,"open",0
"2179","LA23A.E.2013","LA23A.E","unburned",0,2013,0,56,25,-9999,40.591381,-121.235342,0,16,1961,289,2,"open",0
"2180","LA23A.E.2014","LA23A.E","unburned",0,2014,0,56,25,-9999,40.591381,-121.235342,0,16,1961,289,1,"open",0
"2181","LA23A.E.2015","LA23A.E","unburned",0,2015,0,56,25,-9999,40.591381,-121.235342,0,16,1961,289,2,"open",0
"2182","LA23A.N.2010","LA23A.N","unburned",0,2010,0,49,80,-9999,40.593603,-121.238333,0,6,1936,306,2,"open",0
"2183","LA23A.N.2011","LA23A.N","unburned",0,2011,0,49,80,-9999,40.593603,-121.238333,0,6,1936,306,1,"open",0
"2184","LA23A.N.2012","LA23A.N","unburned",0,2012,0,49,80,-9999,40.593603,-121.238333,0,6,1936,306,1,"open",0
"2185","LA23A.N.2013","LA23A.N","unburned",0,2013,0,49,80,-9999,40.593603,-121.238333,0,6,1936,306,2,"open",0
"2186","LA23A.N.2014","LA23A.N","unburned",0,2014,0,49,80,-9999,40.593603,-121.238333,0,6,1936,306,1,"open",0
"2187","LA23A.N.2015","LA23A.N","unburned",0,2015,0,49,80,-9999,40.593603,-121.238333,0,6,1936,306,2,"open",0
"2188","LA23A.S.2010","LA23A.S","unburned",0,2010,0,50,30,-9999,40.5891,-121.238256,0,15,1950,242,2,"mid closed",0
"2189","LA23A.S.2011","LA23A.S","unburned",0,2011,0,50,30,-9999,40.5891,-121.238256,0,15,1950,242,1,"mid closed",0
"2190","LA23A.S.2012","LA23A.S","unburned",0,2012,0,50,30,-9999,40.5891,-121.238256,0,15,1950,242,1,"mid closed",0
"2191","LA23A.S.2013","LA23A.S","unburned",0,2013,0,50,30,-9999,40.5891,-121.238256,0,15,1950,242,2,"mid closed",0
"2192","LA23A.S.2014","LA23A.S","unburned",0,2014,0,50,30,-9999,40.5891,-121.238256,0,15,1950,242,1,"mid closed",0
"2193","LA23A.S.2015","LA23A.S","unburned",0,2015,0,50,30,-9999,40.5891,-121.238256,0,15,1950,242,2,"mid closed",0
"2194","LA23A.W.2010","LA23A.W","unburned",0,2010,0,68,15,-9999,40.591322,-121.241247,0,14,1911,282,2,"mid closed",0
"2195","LA23A.W.2011","LA23A.W","unburned",0,2011,0,68,15,-9999,40.591322,-121.241247,0,14,1911,282,1,"mid closed",0
"2196","LA23A.W.2012","LA23A.W","unburned",0,2012,0,68,15,-9999,40.591322,-121.241247,0,14,1911,282,1,"mid closed",0
"2197","LA23A.W.2013","LA23A.W","unburned",0,2013,0,68,15,-9999,40.591322,-121.241247,0,14,1911,282,2,"mid closed",0
"2198","LA23A.W.2014","LA23A.W","unburned",0,2014,0,68,15,-9999,40.591322,-121.241247,0,14,1911,282,1,"mid closed",0
"2199","LA23A.W.2015","LA23A.W","unburned",0,2015,0,68,15,-9999,40.591322,-121.241247,0,14,1911,282,2,"mid closed",0
"2200","LA23B.C.2010","LA23B.C","unburned",0,2010,0,50,30,-9999,40.582346,-121.23814,0,18,1987,228,2,"open",0
"2201","LA23B.C.2011","LA23B.C","unburned",0,2011,0,50,30,-9999,40.582346,-121.23814,0,18,1987,228,1,"open",0
"2202","LA23B.C.2012","LA23B.C","unburned",0,2012,0,50,30,-9999,40.582346,-121.23814,0,18,1987,228,1,"open",0
"2203","LA23B.C.2013","LA23B.C","unburned",0,2013,0,50,30,-9999,40.582346,-121.23814,0,18,1987,228,2,"open",0
"2204","LA23B.C.2014","LA23B.C","unburned",0,2014,0,50,30,-9999,40.582346,-121.23814,0,18,1987,228,1,"open",0
"2205","LA23B.C.2015","LA23B.C","unburned",0,2015,0,50,30,-9999,40.582346,-121.23814,0,18,1987,228,2,"open",0
"2206","LA23B.E.2010","LA23B.E","unburned",0,2010,0,66,35,-9999,40.582375,-121.235188,0,14,2014,325,2,"mid closed",0
"2207","LA23B.E.2011","LA23B.E","unburned",0,2011,0,66,35,-9999,40.582375,-121.235188,0,14,2014,325,1,"mid closed",0
"2208","LA23B.E.2012","LA23B.E","unburned",0,2012,0,66,35,-9999,40.582375,-121.235188,0,14,2014,325,1,"mid closed",0
"2209","LA23B.E.2013","LA23B.E","unburned",0,2013,0,66,35,-9999,40.582375,-121.235188,0,14,2014,325,2,"mid closed",0
"2210","LA23B.E.2014","LA23B.E","unburned",0,2014,0,66,35,-9999,40.582375,-121.235188,0,14,2014,325,1,"mid closed",0
"2211","LA23B.E.2015","LA23B.E","unburned",0,2015,0,66,35,-9999,40.582375,-121.235188,0,14,2014,325,2,"mid closed",0
"2212","LA23B.N.2010","LA23B.N","unburned",0,2010,0,41,25,-9999,40.584597,-121.238179,0,28,1957,270,2,"mid closed",0
"2213","LA23B.N.2011","LA23B.N","unburned",0,2011,0,41,25,-9999,40.584597,-121.238179,0,28,1957,270,1,"mid closed",0
"2214","LA23B.N.2012","LA23B.N","unburned",0,2012,0,41,25,-9999,40.584597,-121.238179,0,28,1957,270,1,"mid closed",0
"2215","LA23B.N.2013","LA23B.N","unburned",0,2013,0,41,25,-9999,40.584597,-121.238179,0,28,1957,270,2,"mid closed",0
"2216","LA23B.N.2014","LA23B.N","unburned",0,2014,0,41,25,-9999,40.584597,-121.238179,0,28,1957,270,1,"mid closed",0
"2217","LA23B.N.2015","LA23B.N","unburned",0,2015,0,41,25,-9999,40.584597,-121.238179,0,28,1957,270,2,"mid closed",0
"2218","LA23B.S.2010","LA23B.S","unburned",0,2010,0,60,20,-9999,40.580095,-121.238102,0,19,2034,280,2,"open",0
"2219","LA23B.S.2011","LA23B.S","unburned",0,2011,0,60,20,-9999,40.580095,-121.238102,0,19,2034,280,1,"open",0
"2220","LA23B.S.2012","LA23B.S","unburned",0,2012,0,60,20,-9999,40.580095,-121.238102,0,19,2034,280,1,"open",0
"2221","LA23B.S.2013","LA23B.S","unburned",0,2013,0,60,20,-9999,40.580095,-121.238102,0,19,2034,280,2,"open",0
"2222","LA23B.S.2014","LA23B.S","unburned",0,2014,0,60,20,-9999,40.580095,-121.238102,0,19,2034,280,1,"open",0
"2223","LA23B.S.2015","LA23B.S","unburned",0,2015,0,60,20,-9999,40.580095,-121.238102,0,19,2034,280,2,"open",0
"2224","LA23B.W.2010","LA23B.W","unburned",0,2010,0,56,30,-9999,40.582317,-121.241093,0,8,1995,303,2,"late closed",0
"2225","LA23B.W.2011","LA23B.W","unburned",0,2011,0,56,30,-9999,40.582317,-121.241093,0,8,1995,303,1,"late closed",0
"2226","LA23B.W.2012","LA23B.W","unburned",0,2012,0,56,30,-9999,40.582317,-121.241093,0,8,1995,303,1,"late closed",0
"2227","LA23B.W.2013","LA23B.W","unburned",0,2013,0,56,30,-9999,40.582317,-121.241093,0,8,1995,303,2,"late closed",0
"2228","LA23B.W.2014","LA23B.W","unburned",0,2014,0,56,30,-9999,40.582317,-121.241093,0,8,1995,303,1,"late closed",0
"2229","LA23B.W.2015","LA23B.W","unburned",0,2015,0,56,30,-9999,40.582317,-121.241093,0,8,1995,303,2,"late closed",0
"2230","LA24A.C.2010","LA24A.C","unburned",0,2010,0,36,12,-9999,40.102877,-121.441188,0,6,1621,245,1,"Shrub",0
"2231","LA24A.C.2011","LA24A.C","unburned",0,2011,0,36,12,-9999,40.102877,-121.441188,0,6,1621,245,1,"Shrub",0
"2232","LA24A.C.2012","LA24A.C","unburned",0,2012,0,36,12,-9999,40.102877,-121.441188,0,6,1621,245,2,"Shrub",0
"2233","LA24A.C.2013","LA24A.C","unburned",0,2013,0,29,15,-9999,40.102877,-121.441188,0,6,1621,245,1,"Shrub",0
"2234","LA24A.C.2014","LA24A.C","unburned",0,2014,0,21,18,-9999,40.102877,-121.441188,0,6,1621,245,2,"Shrub",0
"2235","LA24A.C.2015","LA24A.C","unburned",0,2015,0,21,18,-9999,40.102877,-121.441188,0,6,1621,245,1,"Shrub",0
"2236","LA24A.E.2010","LA24A.E","unburned",0,2010,0,31,5,-9999,40.102911,-121.438255,0,50,1662,268,1,"mid closed",0
"2237","LA24A.E.2011","LA24A.E","unburned",0,2011,0,31,5,-9999,40.102911,-121.438255,0,50,1662,268,1,"mid closed",0
"2238","LA24A.E.2012","LA24A.E","unburned",0,2012,0,31,5,-9999,40.102911,-121.438255,0,50,1662,268,2,"mid closed",0
"2239","LA24A.E.2013","LA24A.E","unburned",0,2013,0,29,7,-9999,40.102911,-121.438255,0,50,1662,268,1,"mid closed",0
"2240","LA24A.E.2014","LA24A.E","unburned",0,2014,0,27,8,-9999,40.102911,-121.438255,0,50,1662,268,2,"mid closed",0
"2241","LA24A.E.2015","LA24A.E","unburned",0,2015,0,27,8,-9999,40.102911,-121.438255,0,50,1662,268,1,"mid closed",0
"2242","LA24A.N.2010","LA24A.N","unburned",0,2010,0,9,50,-9999,40.105127,-121.441233,0,29,1681,212,2,"Shrub",0
"2243","LA24A.N.2011","LA24A.N","unburned",0,2011,0,9,50,-9999,40.105127,-121.441233,0,29,1681,212,1,"Shrub",0
"2244","LA24A.N.2012","LA24A.N","unburned",0,2012,0,9,50,-9999,40.105127,-121.441233,0,29,1681,212,2,"Shrub",0
"2245","LA24A.N.2013","LA24A.N","unburned",0,2013,0,14,43,-9999,40.105127,-121.441233,0,29,1681,212,1,"Shrub",0
"2246","LA24A.N.2014","LA24A.N","unburned",0,2014,0,18,35,-9999,40.105127,-121.441233,0,29,1681,212,2,"Shrub",0
"2247","LA24A.N.2015","LA24A.N","unburned",0,2015,0,18,35,-9999,40.105127,-121.441233,0,29,1681,212,1,"Shrub",0
"2248","LA24A.S.2010","LA24A.S","unburned",0,2010,0,24,5,-9999,40.100627,-121.441143,0,47,1693,7,2,"mid closed",0
"2249","LA24A.S.2011","LA24A.S","unburned",0,2011,0,24,5,-9999,40.100627,-121.441143,0,47,1693,7,1,"mid closed",0
"2250","LA24A.S.2012","LA24A.S","unburned",0,2012,0,24,5,-9999,40.100627,-121.441143,0,47,1693,7,2,"mid closed",0
"2251","LA24A.S.2013","LA24A.S","unburned",0,2013,0,27,7,-9999,40.100627,-121.441143,0,47,1693,7,1,"mid closed",0
"2252","LA24A.S.2014","LA24A.S","unburned",0,2014,0,30,8,-9999,40.100627,-121.441143,0,47,1693,7,2,"mid closed",0
"2253","LA24A.S.2015","LA24A.S","unburned",0,2015,0,30,8,-9999,40.100627,-121.441143,0,47,1693,7,1,"mid closed",0
"2254","LA24A.X.2010","LA24A.X","unburned",0,2010,0,49,20,-9999,40.103537,-121.444055,0,7,1615,282,2,"mid closed",0
"2255","LA24A.X.2011","LA24A.X","unburned",0,2011,0,49,20,-9999,40.103537,-121.444055,0,7,1615,282,1,"mid closed",0
"2256","LA24A.X.2012","LA24A.X","unburned",0,2012,0,49,20,-9999,40.103537,-121.444055,0,7,1615,282,2,"mid closed",0
"2257","LA24A.X.2013","LA24A.X","unburned",0,2013,0,39,20,-9999,40.103537,-121.444055,0,7,1615,282,1,"mid closed",0
"2258","LA24A.X.2014","LA24A.X","unburned",0,2014,0,29,19,-9999,40.103537,-121.444055,0,7,1615,282,2,"mid closed",0
"2259","LA24A.X.2015","LA24A.X","unburned",0,2015,0,29,19,-9999,40.103537,-121.444055,0,7,1615,282,1,"mid closed",0
"2260","LA24B.C.2011","LA24B.C","unburned",0,2011,0,18,5,-9999,40.111879,-121.441366,0,12,1829,157,1,"young.forest",0
"2261","LA24B.C.2012","LA24B.C","unburned",0,2012,0,18,5,-9999,40.111879,-121.441366,0,12,1829,157,2,"young.forest",0
"2262","LA24B.C.2013","LA24B.C","unburned",0,2013,0,28,17,-9999,40.111879,-121.441366,0,12,1829,157,1,"young.forest",0
"2263","LA24B.C.2014","LA24B.C","unburned",0,2014,0,37,29,-9999,40.111879,-121.441366,0,12,1829,157,2,"young.forest",0
"2264","LA24B.C.2015","LA24B.C","unburned",0,2015,0,37,29,-9999,40.111879,-121.441366,0,12,1829,157,1,"young.forest",0
"2265","LA24B.E.2010","LA24B.E","unburned",0,2010,0,9,80,-9999,40.111913,-121.438433,0,15,1846,208,2,"Shrub",0
"2266","LA24B.E.2011","LA24B.E","unburned",0,2011,0,9,80,-9999,40.111913,-121.438433,0,15,1846,208,1,"Shrub",0
"2267","LA24B.E.2012","LA24B.E","unburned",0,2012,0,9,80,-9999,40.111913,-121.438433,0,15,1846,208,2,"Shrub",0
"2268","LA24B.E.2013","LA24B.E","unburned",0,2013,0,8,83,-9999,40.111913,-121.438433,0,15,1846,208,1,"Shrub",0
"2269","LA24B.E.2014","LA24B.E","unburned",0,2014,0,8,85,-9999,40.111913,-121.438433,0,15,1846,208,1,"Shrub",0
"2270","LA24B.E.2015","LA24B.E","unburned",0,2015,0,8,85,-9999,40.111913,-121.438433,0,15,1846,208,1,"Shrub",0
"2271","LA24B.N.2010","LA24B.N","unburned",0,2010,0,68,5,-9999,40.114129,-121.441411,0,15,1856,222,2,"young.forest",0
"2272","LA24B.N.2011","LA24B.N","unburned",0,2011,0,68,5,-9999,40.114129,-121.441411,0,15,1856,222,1,"young.forest",0
"2273","LA24B.N.2012","LA24B.N","unburned",0,2012,0,68,5,-9999,40.114129,-121.441411,0,15,1856,222,2,"young.forest",0
"2274","LA24B.N.2013","LA24B.N","unburned",0,2013,0,48,15,-9999,40.114129,-121.441411,0,15,1856,222,1,"young.forest",0
"2275","LA24B.N.2014","LA24B.N","unburned",0,2014,0,29,25,-9999,40.114129,-121.441411,0,15,1856,222,2,"young.forest",0
"2276","LA24B.N.2015","LA24B.N","unburned",0,2015,0,29,25,-9999,40.114129,-121.441411,0,15,1856,222,1,"young.forest",0
"2277","LA24B.S.2010","LA24B.S","unburned",0,2010,0,31,20,-9999,40.109628,-121.441322,0,22,1787,141,2,"young.forest",0
"2278","LA24B.S.2011","LA24B.S","unburned",0,2011,0,31,20,-9999,40.109628,-121.441322,0,22,1787,141,1,"young.forest",0
"2279","LA24B.S.2012","LA24B.S","unburned",0,2012,0,31,20,-9999,40.109628,-121.441322,0,22,1787,141,2,"young.forest",0
"2280","LA24B.S.2013","LA24B.S","unburned",0,2013,0,49,40,-9999,40.109628,-121.441322,0,22,1787,141,1,"young.forest",0
"2281","LA24B.S.2014","LA24B.S","unburned",0,2014,0,67,60,-9999,40.109628,-121.441322,0,22,1787,141,2,"young.forest",0
"2282","LA24B.S.2015","LA24B.S","unburned",0,2015,0,67,60,-9999,40.109628,-121.441322,0,22,1787,141,1,"young.forest",0
"2283","LA24B.W.2010","LA24B.W","unburned",0,2010,0,40,3,-9999,40.111844,-121.4443,0,14,1825,175,2,"young.forest",0
"2284","LA24B.W.2011","LA24B.W","unburned",0,2011,0,40,3,-9999,40.111844,-121.4443,0,14,1825,175,1,"young.forest",0
"2285","LA24B.W.2013","LA24B.W","unburned",0,2013,0,50,12,-9999,40.111844,-121.4443,0,14,1825,175,1,"young.forest",0
"2286","LA24B.W.2014","LA24B.W","unburned",0,2014,0,60,20,-9999,40.111844,-121.4443,0,14,1825,175,2,"young.forest",0
"2287","LA24B.W.2015","LA24B.W","unburned",0,2015,0,60,20,-9999,40.111844,-121.4443,0,14,1825,175,1,"young.forest",0
"2288","LA25B.C.2010","LA25B.C","unburned",0,2010,0,0,75,-9999,40.831796,-121.491329,0,2,1005,173,2,"Shrub",0
"2289","LA25B.C.2011","LA25B.C","unburned",0,2011,0,0,75,-9999,40.831796,-121.491329,0,2,1005,173,1,"Shrub",0
"2290","LA25B.C.2012","LA25B.C","unburned",0,2012,0,0,75,-9999,40.831796,-121.491329,0,2,1005,173,2,"Shrub",0
"2291","LA25B.C.2013","LA25B.C","unburned",0,2013,0,0,75,-9999,40.831796,-121.491329,0,2,1005,173,1,"Shrub",0
"2292","LA25B.C.2014","LA25B.C","unburned",0,2014,0,0,75,-9999,40.831796,-121.491329,0,2,1005,173,2,"Shrub",0
"2293","LA25B.C.2015","LA25B.C","unburned",0,2015,0,0,75,-9999,40.831796,-121.491329,0,2,1005,173,1,"Shrub",0
"2294","LA25B.N.2010","LA25B.N","unburned",0,2010,0,10,70,-9999,40.834048,-121.491376,0,11,1012,190,2,"open",0
"2295","LA25B.N.2011","LA25B.N","unburned",0,2011,0,10,70,-9999,40.834048,-121.491376,0,11,1012,190,1,"open",0
"2296","LA25B.N.2012","LA25B.N","unburned",0,2012,0,10,70,-9999,40.834048,-121.491376,0,11,1012,190,2,"open",0
"2297","LA25B.N.2013","LA25B.N","unburned",0,2013,0,10,70,-9999,40.834048,-121.491376,0,11,1012,190,1,"open",0
"2298","LA25B.N.2014","LA25B.N","unburned",0,2014,0,10,70,-9999,40.834048,-121.491376,0,11,1012,190,2,"open",0
"2299","LA25B.N.2015","LA25B.N","unburned",0,2015,0,10,70,-9999,40.834048,-121.491376,0,11,1012,190,1,"open",0
"2300","LA25B.W.2010","LA25B.W","unburned",0,2010,0,5,65,-9999,40.831761,-121.494292,0,1,1006,108,2,"Shrub",0
"2301","LA25B.W.2011","LA25B.W","unburned",0,2011,0,5,65,-9999,40.831761,-121.494292,0,1,1006,108,1,"Shrub",0
"2302","LA25B.W.2012","LA25B.W","unburned",0,2012,0,5,65,-9999,40.831761,-121.494292,0,1,1006,108,2,"Shrub",0
"2303","LA25B.W.2013","LA25B.W","unburned",0,2013,0,5,65,-9999,40.831761,-121.494292,0,1,1006,108,1,"Shrub",0
"2304","LA25B.W.2014","LA25B.W","unburned",0,2014,0,5,65,-9999,40.831761,-121.494292,0,1,1006,108,2,"Shrub",0
"2305","LA25B.W.2015","LA25B.W","unburned",0,2015,0,5,65,-9999,40.831761,-121.494292,0,1,1006,108,1,"Shrub",0
"2306","LA33A.C.2011","LA33A.C","unburned",0,2011,0,47,35,-9999,40.466078,-121.153606,0,8,2008,147,2,"open",0
"2307","LA33A.C.2012","LA33A.C","unburned",0,2012,0,47,35,-9999,40.466078,-121.153606,0,8,2008,147,1,"open",0
"2308","LA33A.C.2013","LA33A.C","unburned",0,2013,0,47,35,-9999,40.466078,-121.153606,0,8,2008,147,2,"open",0
"2309","LA33A.C.2014","LA33A.C","unburned",0,2014,0,47,35,-9999,40.466078,-121.153606,0,8,2008,147,1,"open",0
"2310","LA33A.C.2015","LA33A.C","unburned",0,2015,0,47,35,-9999,40.466078,-121.153606,0,8,2008,147,2,"open",0
"2311","LA33A.E.2010","LA33A.E","unburned",0,2010,0,12,50,-9999,40.466105,-121.150658,0,5,1998,122,1,"mid closed",0
"2312","LA33A.E.2011","LA33A.E","unburned",0,2011,0,12,50,-9999,40.466105,-121.150658,0,5,1998,122,2,"mid closed",0
"2313","LA33A.E.2012","LA33A.E","unburned",0,2012,0,12,50,-9999,40.466105,-121.150658,0,5,1998,122,1,"mid closed",0
"2314","LA33A.E.2013","LA33A.E","unburned",0,2013,0,12,50,-9999,40.466105,-121.150658,0,5,1998,122,2,"mid closed",0
"2315","LA33A.E.2014","LA33A.E","unburned",0,2014,0,12,50,-9999,40.466105,-121.150658,0,5,1998,122,1,"mid closed",0
"2316","LA33A.E.2015","LA33A.E","unburned",0,2015,0,12,50,-9999,40.466105,-121.150658,0,5,1998,122,2,"mid closed",0
"2317","LA33A.N.2010","LA33A.N","unburned",0,2010,0,14,60,-9999,40.468329,-121.153642,0,12,2015,53,1,"open",0
"2318","LA33A.N.2011","LA33A.N","unburned",0,2011,0,14,60,-9999,40.468329,-121.153642,0,12,2015,53,2,"open",0
"2319","LA33A.N.2012","LA33A.N","unburned",0,2012,0,14,60,-9999,40.468329,-121.153642,0,12,2015,53,1,"open",0
"2320","LA33A.N.2013","LA33A.N","unburned",0,2013,0,14,60,-9999,40.468329,-121.153642,0,12,2015,53,2,"open",0
"2321","LA33A.N.2014","LA33A.N","unburned",0,2014,0,14,60,-9999,40.468329,-121.153642,0,12,2015,53,1,"open",0
"2322","LA33A.N.2015","LA33A.N","unburned",0,2015,0,14,60,-9999,40.468329,-121.153642,0,12,2015,53,2,"open",0
"2323","LA33A.S.2010","LA33A.S","unburned",0,2010,0,41,55,-9999,40.463827,-121.15357,0,20,1995,124,1,"young.forest",0
"2324","LA33A.S.2011","LA33A.S","unburned",0,2011,0,41,55,-9999,40.463827,-121.15357,0,20,1995,124,2,"young.forest",0
"2325","LA33A.S.2012","LA33A.S","unburned",0,2012,0,41,55,-9999,40.463827,-121.15357,0,20,1995,124,1,"young.forest",0
"2326","LA33A.S.2013","LA33A.S","unburned",0,2013,0,41,55,-9999,40.463827,-121.15357,0,20,1995,124,2,"young.forest",0
"2327","LA33A.S.2014","LA33A.S","unburned",0,2014,0,41,55,-9999,40.463827,-121.15357,0,20,1995,124,1,"young.forest",0
"2328","LA33A.S.2015","LA33A.S","unburned",0,2015,0,41,55,-9999,40.463827,-121.15357,0,20,1995,124,2,"young.forest",0
"2329","LA33A.W.2010","LA33A.W","unburned",0,2010,0,55,50,-9999,40.46605,-121.156553,0,7,2022,57,1,"mid closed",0
"2330","LA33A.W.2011","LA33A.W","unburned",0,2011,0,55,50,-9999,40.46605,-121.156553,0,7,2022,57,2,"mid closed",0
"2331","LA33A.W.2012","LA33A.W","unburned",0,2012,0,55,50,-9999,40.46605,-121.156553,0,7,2022,57,1,"mid closed",0
"2332","LA33A.W.2013","LA33A.W","unburned",0,2013,0,55,50,-9999,40.46605,-121.156553,0,7,2022,57,2,"mid closed",0
"2333","LA33A.W.2014","LA33A.W","unburned",0,2014,0,55,50,-9999,40.46605,-121.156553,0,7,2022,57,1,"mid closed",0
"2334","LA33A.W.2015","LA33A.W","unburned",0,2015,0,55,50,-9999,40.46605,-121.156553,0,7,2022,57,2,"mid closed",0
"2335","LA33B.C.2011","LA33B.C","unburned",0,2011,0,26,45,-9999,40.475082,-121.153749,0,12,2014,79,2,"open",0
"2336","LA33B.C.2012","LA33B.C","unburned",0,2012,0,26,45,-9999,40.475082,-121.153749,0,12,2014,79,1,"open",0
"2337","LA33B.C.2013","LA33B.C","unburned",0,2013,0,26,45,-9999,40.475082,-121.153749,0,12,2014,79,2,"open",0
"2338","LA33B.C.2014","LA33B.C","unburned",0,2014,0,26,45,-9999,40.475082,-121.153749,0,12,2014,79,1,"open",0
"2339","LA33B.C.2015","LA33B.C","unburned",0,2015,0,26,45,-9999,40.475082,-121.153749,0,12,2014,79,2,"open",0
"2340","LA33B.E.2010","LA33B.E","unburned",0,2010,0,42,30,-9999,40.47511,-121.150801,0,9,2004,253,1,"mid closed",0
"2341","LA33B.E.2011","LA33B.E","unburned",0,2011,0,42,30,-9999,40.47511,-121.150801,0,9,2004,253,2,"mid closed",0
"2342","LA33B.E.2012","LA33B.E","unburned",0,2012,0,42,30,-9999,40.47511,-121.150801,0,9,2004,253,1,"mid closed",0
"2343","LA33B.E.2013","LA33B.E","unburned",0,2013,0,42,30,-9999,40.47511,-121.150801,0,9,2004,253,2,"mid closed",0
"2344","LA33B.E.2014","LA33B.E","unburned",0,2014,0,42,30,-9999,40.47511,-121.150801,0,9,2004,253,1,"mid closed",0
